epoch,train_loss,val_loss
63,76.27009516379174,123.89519746111664
64,74.14301783921374,123.6299947039244
65,74.87516689101535,124.34598495020626
66,72.220574956826,123.82929429966616
67,71.93370459471188,123.1174213899054
68,73.55265954284098,124.04642201042874
69,72.93886249754027,122.46855916156906
70,72.53763759198105,123.04379007298635
71,71.5457100907259,122.13376467914864
72,74.3074004821545,123.4441468504623
73,76.39557631757881,120.90923704753774
74,72.8665290278415,122.98690574271265
75,76.47471503520498,124.42510315470449
76,75.12314730747805,125.49237566703043
77,78.48717267115869,123.43955469384946
78,73.9296957050461,122.18134309664266
79,71.2503448405893,124.74307314912154
80,73.07945641033342,121.43070762265108
81,73.56726644034981,122.36595477817893
82,71.23708409263882,121.25950907137648
83,71.84378440820761,120.76379168159544
84,73.34328582855058,123.20206263853974
85,73.84058049697656,123.15494043535837
86,77.3606317322128,123.68089007886324
87,72.98899989288114,120.72223913718057
88,74.03086160379519,122.41613525057848
89,75.14913636790739,122.80761927187672
90,72.61406212903299,120.88542283870562
91,72.09181769035123,122.50911536262028
92,74.4441749124494,118.95193219948483
93,73.72079367073073,123.12602446554025
94,71.65539283782671,121.00280836710353
95,74.69771672142093,119.30817667034303
96,70.18445676584713,121.61231314430752
97,73.1889138116339,121.87428535997142
98,70.54726193336688,122.41439831761038
99,70.16957490692829,119.9905041855229
100,73.0975226231356,118.79632603018865
101,78.76511687007587,122.41738452046062
102,74.01538569408297,122.3008902143705
103,72.6001618800689,119.36081314382504
104,75.05614664234592,120.7810543509329
105,74.25834671466912,120.22009068779738
106,73.32611767962224,121.94375689672124
107,73.7955265624663,120.29059831904999
108,71.87736311593589,120.09506529718414
109,72.64993820585453,119.76189613136485
110,72.8823071403109,116.61764060283299
111,72.5397869564924,117.01948176188343
112,68.44941655137062,118.16054404729447
113,68.97703177230758,117.81452625432306
114,68.91260413783776,118.70162056644963
115,70.71370583238455,117.5215854711601
116,68.25916123831118,116.55497934766221
117,71.87311505175194,117.06408256677126
118,69.18434536041943,120.1266912796044
119,70.96503190331777,118.24470929820583
120,69.51024086434244,118.6721993263593
121,73.73243853899321,117.80755472689385
122,71.38936906490518,115.90380245622566
123,74.45519918957592,118.64038205910397
124,68.65096200960926,113.31620548965334
125,69.67198536064699,117.51248867228476
126,68.60108375156507,117.8348260462592
127,74.2747318271586,118.56124480792114
128,70.8068886345474,115.80943666785345
129,71.48366921816712,115.96511101407263
130,71.16323536663013,117.72562642021192
131,71.09889009988088,118.78979375148252
132,72.2363683159911,119.07411014853746
133,71.95425432926204,115.59576463136767
134,72.86052161380434,113.22686730320305
135,67.10298535148902,116.32529657065838
136,69.0105692488623,117.41437951584415
137,73.33146605434756,114.01485352813353
138,73.19301465997492,119.47563760830867
139,75.72700165495745,118.99659060070742
140,74.56519207684303,115.65350860011834
141,71.63771315762186,117.08052435035687
142,73.17260731606872,115.45993832325344
143,68.20756482643299,115.64515810493548
144,70.34424242354099,113.46129916127852
145,72.12451216880157,116.06671837098875
146,76.56434006184492,116.42149414363811
147,66.975302385096,115.87286129874242
148,66.64308353402988,114.38036363823694
149,72.95973365333677,113.14714418966518
150,71.68111662851231,109.5584335405575
151,71.88473186834892,109.97404658940212
152,68.42132915719552,116.68330384095377
153,70.71901994063525,113.73575780876
154,69.57745307086131,116.29194742623736
155,69.61798415622387,114.71663698406343
156,70.21116196583746,109.49574387613445
157,68.73172068284399,111.45981205296782
158,66.59561537362715,111.82680442253364
159,69.00365289567927,112.77907725838577
160,67.59654429960628,107.71565413464707
161,68.66637786569721,114.14768429194226
162,62.79793303264559,110.3483863695485
163,70.79563013008524,112.8068803662003
164,68.66061968535686,112.69950054678355
165,67.83380893450422,110.81742046990607
166,68.36194625355363,110.35866743852011
167,65.93922442222195,112.08754592077709
168,72.85347253542942,110.75790768220332
169,68.99662317816345,112.01524644963564
170,69.15862724582546,112.91681149472716
171,67.09660301304719,108.41292110228416
172,67.6225930912162,110.0147771701994
173,68.99302214900487,110.56397565288
174,68.05502471708903,113.70015535503204
175,69.69948290245138,110.35606873637337
176,69.6108882712698,112.82662112496332
177,67.8893120066192,106.16000671117351
178,67.70741615932181,110.30717183074799
179,68.98559849996423,111.68937766445893
180,69.44991151702298,108.31940898609209
181,69.77261063361654,111.97571335492026
182,68.51419591635201,109.70892021147893
183,70.05776163492762,108.80446691110996
184,65.99718170774175,102.84466769860956
185,64.2746161415439,108.31197696721786
186,65.02285029630056,107.46573806492374
187,67.52112272858233,104.39214188780433
188,72.12729799968268,105.14622999464466
189,62.13575423191205,105.32207695445783
190,68.48737715205924,106.27560310387608
191,72.24949594912748,109.98603142604215
192,62.41458093845834,98.2306224683467
193,67.18749078178692,109.59956189466106
194,67.73721179503868,102.77679500063743
195,64.07801106814347,106.70629745726386
196,61.96052923191615,100.35225663347217
197,61.75906960365751,105.11254334989299
198,65.73741533960707,105.29112485605286
199,62.95987548406024,100.92918534872433
200,66.29643847457409,107.83361761049517
